			3389-Left	3389-Right
278.	 84.9 	 C0 - 3.0 mA	 C0 - 5.0 mA 	 (0.74 / 0.99) 
279.	 84.8 	 C0 - 3.0 mA	 C0 - 4.5 mA 	 (0.74 / 1.00) 
280.	 84.8 	 C2 - 5.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
281.	 84.8 	 C0 - 1.5 mA	 C1 - 4.0 mA 	 (0.86 / 1.00) 
282.	 84.8 	 C2 - 2.5 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
283.	 84.8 	 C1 - 3.5 mA	 C0 - 3.0 mA 	 (0.98 / 1.00) 
284.	 84.7 	 C0 - 1.5 mA	 C1 - 4.5 mA 	 (0.86 / 1.00) 
285.	 84.7 	 C1 - 5.5 mA	 C2 - 4.0 mA 	 (0.92 / 1.00) 
286.	 84.7 	 C2 - 4.5 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
287.	 84.7 	 C1 - 5.5 mA	 C2 - 3.0 mA 	 (0.92 / 1.00) 
288.	 84.7 	 C2 - 3.5 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
289.	 84.7 	 C1 - 3.5 mA	 C2 - 5.0 mA 	 (0.98 / 1.00) 
290.	 84.7 	 C1 - 2.0 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
291.	 84.6 	 C1 - 5.5 mA	 C2 - 2.5 mA 	 (0.92 / 1.00) 
292.	 84.6 	 C2 - 4.0 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
293.	 84.6 	 C0 - 5.0 mA	 C2 - 1.5 mA 	 (0.66 / 1.00) 
294.	 84.5 	 C1 - 5.5 mA	 C2 - 3.5 mA 	 (0.92 / 1.00) 
295.	 84.5 	 C1 - 2.0 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
296.	 84.5 	 C0 - 2.5 mA	 C1 - 4.5 mA 	 (0.76 / 1.00) 
297.	 84.5 	 C0 - 2.5 mA	 C1 - 4.0 mA 	 (0.76 / 1.00) 
298.	 84.4 	 C1 - 3.0 mA	 C0 - 3.0 mA 	 (0.99 / 1.00) 
299.	 84.4 	 C0 - 2.0 mA	 C1 - 4.5 mA 	 (0.81 / 1.00) 
300.	 84.4 	 C0 - 2.0 mA	 C1 - 4.0 mA 	 (0.81 / 1.00) 
301.	 84.3 	 C0 - 4.0 mA	 C0 - 2.0 mA 	 (0.69 / 1.00) 
302.	 84.3 	 C2 - 5.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
303.	 84.3 	 C2 - 3.0 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
304.	 84.3 	 C1 - 3.0 mA	 C2 - 5.0 mA 	 (0.99 / 1.00) 
305.	 84.2 	 C0 - 5.0 mA	 C2 - 4.0 mA 	 (0.66 / 1.00) 
306.	 84.2 	 C1 - 5.0 mA	 C2 - 4.5 mA 	 (0.94 / 1.00) 
307.	 84.2 	 C0 - 3.5 mA	 C1 - 4.5 mA 	 (0.71 / 1.00) 
308.	 84.2 	 C1 - 1.5 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
309.	 84.2 	 C2 - 3.5 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
310.	 84.2 	 C0 - 3.5 mA	 C1 - 4.0 mA 	 (0.71 / 1.00) 
311.	 84.2 	 C1 - 2.5 mA	 C0 - 3.5 mA 	 (0.99 / 1.00) 
312.	 84.1 	 C0 - 5.0 mA	 C2 - 3.0 mA 	 (0.66 / 1.00) 
313.	 84.1 	 C0 - 4.0 mA	 C2 - 5.5 mA 	 (0.69 / 1.00) 
314.	 84.1 	 C2 - 5.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
315.	 84.1 	 C0 - 4.0 mA	 C0 - 3.5 mA 	 (0.69 / 1.00) 
316.	 84.1 	 C0 - 1.5 mA	 C0 - 4.0 mA 	 (0.86 / 1.00) 
317.	 84.0 	 C0 - 5.0 mA	 C2 - 2.5 mA 	 (0.66 / 1.00) 
318.	 84.0 	 C0 - 5.5 mA	 C2 - 2.0 mA 	 (0.64 / 1.00) 
319.	 83.9 	 C0 - 2.5 mA	 C0 - 4.0 mA 	 (0.76 / 1.00) 
320.	 83.9 	 C0 - 5.0 mA	 C2 - 3.5 mA 	 (0.66 / 1.00) 
321.	 83.9 	 C1 - 2.5 mA	 C0 - 2.5 mA 	 (0.99 / 1.00) 
322.	 83.8 	 C1 - 5.0 mA	 C2 - 1.5 mA 	 (0.94 / 1.00) 
323.	 83.8 	 C0 - 4.0 mA	 C0 - 2.5 mA 	 (0.69 / 1.00) 
324.	 83.8 	 C0 - 2.0 mA	 C0 - 4.0 mA 	 (0.81 / 1.00) 
325.	 83.8 	 C0 - 1.5 mA	 C1 - 3.5 mA 	 (0.86 / 1.00) 
326.	 83.8 	 C0 - 3.5 mA	 C0 - 4.0 mA 	 (0.71 / 1.00) 
327.	 83.8 	 C0 - 3.0 mA	 C1 - 4.5 mA 	 (0.74 / 1.00) 
328.	 83.8 	 C1 - 2.5 mA	 C2 - 5.5 mA 	 (0.99 / 1.00) 
329.	 83.7 	 C0 - 3.0 mA	 C1 - 4.0 mA 	 (0.74 / 1.00) 
330.	 83.7 	 C1 - 4.0 mA	 C2 - 4.5 mA 	 (0.96 / 1.00) 
331.	 83.7 	 C0 - 2.5 mA	 C1 - 3.5 mA 	 (0.76 / 1.00) 
332.	 83.6 	 C2 - 5.0 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
333.	 83.6 	 C2 - 3.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
334.	 83.6 	 C2 - 4.5 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
335.	 83.6 	 C0 - 4.0 mA	 C0 - 3.0 mA 	 (0.69 / 1.00) 
336.	 83.6 	 C1 - 5.5 mA	 C2 - 2.0 mA 	 (0.92 / 1.00) 
337.	 83.5 	 C2 - 4.0 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
338.	 83.5 	 C0 - 1.5 mA	 C1 - 1.5 mA 	 (0.86 / 1.00) 
339.	 83.5 	 C0 - 4.0 mA	 C2 - 5.0 mA 	 (0.69 / 1.00) 
340.	 83.5 	 C1 - 2.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
341.	 83.5 	 C0 - 3.5 mA	 C1 - 3.5 mA 	 (0.71 / 1.00) 
342.	 83.5 	 C0 - 2.0 mA	 C1 - 3.5 mA 	 (0.81 / 1.00) 
343.	 83.5 	 C0 - 2.5 mA	 C1 - 1.5 mA 	 (0.76 / 1.00) 
344.	 83.5 	 C1 - 2.5 mA	 C0 - 3.0 mA 	 (0.99 / 1.00) 
345.	 83.4 	 C0 - 3.0 mA	 C0 - 4.0 mA 	 (0.74 / 1.00) 
346.	 83.4 	 C0 - 2.5 mA	 C1 - 5.0 mA 	 (0.76 / 1.00) 
347.	 83.4 	 C0 - 1.5 mA	 C1 - 2.0 mA 	 (0.86 / 1.00) 
348.	 83.4 	 C1 - 5.0 mA	 C2 - 4.0 mA 	 (0.94 / 1.00) 
349.	 83.4 	 C1 - 5.0 mA	 C2 - 3.0 mA 	 (0.94 / 1.00) 
350.	 83.4 	 C0 - 3.5 mA	 C1 - 1.5 mA 	 (0.71 / 1.00) 
351.	 83.4 	 C0 - 2.5 mA	 C1 - 2.0 mA 	 (0.76 / 1.00) 
352.	 83.4 	 C2 - 5.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
353.	 83.3 	 C2 - 5.0 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
354.	 83.3 	 C1 - 1.5 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
355.	 83.3 	 C0 - 1.5 mA	 C0 - 1.5 mA 	 (0.86 / 1.00) 
356.	 83.3 	 C0 - 4.5 mA	 C2 - 4.5 mA 	 (0.67 / 1.00) 
357.	 83.3 	 C0 - 3.5 mA	 C1 - 5.0 mA 	 (0.71 / 1.00) 
358.	 83.3 	 C1 - 5.0 mA	 C2 - 2.5 mA 	 (0.94 / 1.00) 
359.	 83.3 	 C0 - 3.5 mA	 C1 - 2.0 mA 	 (0.71 / 1.00) 
360.	 83.3 	 C0 - 1.5 mA	 C1 - 5.0 mA 	 (0.86 / 1.00) 
361.	 83.3 	 C0 - 2.5 mA	 C0 - 1.5 mA 	 (0.76 / 1.00) 
362.	 83.3 	 C1 - 4.5 mA	 C2 - 4.5 mA 	 (0.95 / 1.00) 
363.	 83.2 	 C1 - 1.5 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
364.	 83.2 	 C1 - 4.0 mA	 C2 - 1.5 mA 	 (0.96 / 1.00) 
365.	 83.2 	 C0 - 2.0 mA	 C1 - 5.0 mA 	 (0.81 / 1.00) 
366.	 83.2 	 C1 - 5.0 mA	 C2 - 3.5 mA 	 (0.94 / 1.00) 
367.	 83.2 	 C0 - 3.5 mA	 C0 - 1.5 mA 	 (0.71 / 1.00) 
368.	 83.1 	 C0 - 2.0 mA	 C1 - 1.5 mA 	 (0.81 / 1.00) 
369.	 83.1 	 C0 - 2.5 mA	 C1 - 5.5 mA 	 (0.76 / 1.00) 
370.	 83.1 	 C2 - 5.0 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
371.	 83.1 	 C2 - 5.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
372.	 83.1 	 C0 - 2.0 mA	 C1 - 2.0 mA 	 (0.81 / 1.00) 
373.	 83.1 	 C0 - 2.5 mA	 C1 - 3.0 mA 	 (0.76 / 1.00) 
374.	 83.0 	 C0 - 3.5 mA	 C1 - 5.5 mA 	 (0.71 / 1.00) 
375.	 83.0 	 C0 - 1.5 mA	 C1 - 3.0 mA 	 (0.86 / 1.00) 
376.	 83.0 	 C2 - 5.0 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
377.	 83.0 	 C0 - 2.0 mA	 C0 - 1.5 mA 	 (0.81 / 1.00) 
378.	 83.0 	 C2 - 5.0 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
379.	 83.0 	 C0 - 3.0 mA	 C1 - 3.5 mA 	 (0.74 / 1.00) 
380.	 83.0 	 C0 - 5.0 mA	 C2 - 2.0 mA 	 (0.66 / 1.00) 
381.	 83.0 	 C0 - 3.5 mA	 C1 - 3.0 mA 	 (0.71 / 1.00) 
382.	 83.0 	 C1 - 2.5 mA	 C2 - 5.0 mA 	 (0.99 / 1.00) 
383.	 82.9 	 C1 - 2.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
384.	 82.9 	 C2 - 5.0 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
385.	 82.9 	 C2 - 4.5 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
386.	 82.8 	 C0 - 3.0 mA	 C1 - 1.5 mA 	 (0.74 / 1.00) 
387.	 82.8 	 C0 - 3.0 mA	 C1 - 5.0 mA 	 (0.74 / 1.00) 
388.	 82.8 	 C1 - 4.5 mA	 C2 - 1.5 mA 	 (0.95 / 1.00) 
389.	 82.8 	 C0 - 2.0 mA	 C1 - 5.5 mA 	 (0.81 / 1.00) 
390.	 82.8 	 C2 - 3.0 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
391.	 82.8 	 C0 - 4.5 mA	 C2 - 1.5 mA 	 (0.67 / 1.00) 
392.	 82.8 	 C0 - 2.0 mA	 C1 - 3.0 mA 	 (0.81 / 1.00) 
393.	 82.8 	 C0 - 1.5 mA	 C1 - 5.5 mA 	 (0.86 / 1.00) 
394.	 82.7 	 C1 - 4.0 mA	 C2 - 4.0 mA 	 (0.96 / 1.00) 
395.	 82.7 	 C0 - 3.0 mA	 C1 - 2.0 mA 	 (0.74 / 1.00) 
396.	 82.7 	 C1 - 4.0 mA	 C2 - 3.0 mA 	 (0.96 / 1.00) 
397.	 82.7 	 C1 - 3.5 mA	 C2 - 4.5 mA 	 (0.98 / 1.00) 
398.	 82.7 	 C2 - 2.0 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
399.	 82.7 	 C1 - 2.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
400.	 82.6 	 C0 - 3.0 mA	 C0 - 1.5 mA 	 (0.74 / 1.00) 
401.	 82.6 	 C0 - 2.5 mA	 C1 - 2.5 mA 	 (0.76 / 1.00) 
402.	 82.6 	 C0 - 3.5 mA	 C1 - 2.5 mA 	 (0.71 / 1.00) 
403.	 82.6 	 C2 - 4.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
404.	 82.6 	 C1 - 4.0 mA	 C2 - 2.5 mA 	 (0.96 / 1.00) 
405.	 82.6 	 C2 - 5.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
406.	 82.6 	 C1 - 2.0 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
407.	 82.5 	 C0 - 3.0 mA	 C1 - 5.5 mA 	 (0.74 / 1.00) 
408.	 82.5 	 C1 - 4.0 mA	 C2 - 3.5 mA 	 (0.96 / 1.00) 
409.	 82.5 	 C2 - 5.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
410.	 82.4 	 C0 - 4.5 mA	 C2 - 4.0 mA 	 (0.67 / 1.00) 
411.	 82.4 	 C0 - 1.5 mA	 C1 - 2.5 mA 	 (0.86 / 1.00) 
412.	 82.4 	 C0 - 3.0 mA	 C1 - 3.0 mA 	 (0.74 / 1.00) 
413.	 82.4 	 C1 - 4.5 mA	 C2 - 4.0 mA 	 (0.95 / 1.00) 
414.	 82.4 	 C1 - 4.5 mA	 C2 - 3.0 mA 	 (0.95 / 1.00) 
415.	 82.4 	 C2 - 4.0 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
416.	 82.4 	 C0 - 4.5 mA	 C2 - 3.0 mA 	 (0.67 / 1.00) 
417.	 82.4 	 C1 - 1.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
418.	 82.3 	 C1 - 4.5 mA	 C2 - 2.5 mA 	 (0.95 / 1.00) 
419.	 82.3 	 C0 - 2.0 mA	 C1 - 2.5 mA 	 (0.81 / 1.00) 
420.	 82.3 	 C0 - 4.5 mA	 C2 - 2.5 mA 	 (0.67 / 1.00) 
421.	 82.2 	 C2 - 2.0 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
422.	 82.2 	 C2 - 5.0 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
423.	 82.2 	 C0 - 3.5 mA	 C0 - 3.5 mA 	 (0.71 / 1.00) 
424.	 82.2 	 C2 - 3.0 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
425.	 82.2 	 C1 - 1.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
426.	 82.2 	 C0 - 4.5 mA	 C2 - 3.5 mA 	 (0.67 / 1.00) 
427.	 82.2 	 C1 - 4.5 mA	 C2 - 3.5 mA 	 (0.95 / 1.00) 
428.	 82.2 	 C1 - 5.0 mA	 C2 - 2.0 mA 	 (0.94 / 1.00) 
429.	 82.2 	 C1 - 3.5 mA	 C2 - 1.5 mA 	 (0.98 / 1.00) 
430.	 82.1 	 C0 - 2.5 mA	 C0 - 3.5 mA 	 (0.76 / 1.00) 
431.	 82.1 	 C2 - 4.0 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
432.	 82.1 	 C0 - 3.5 mA	 C0 - 2.0 mA 	 (0.71 / 1.00) 
433.	 82.0 	 C0 - 3.0 mA	 C1 - 2.5 mA 	 (0.74 / 1.00) 
434.	 82.0 	 C1 - 3.0 mA	 C2 - 4.5 mA 	 (0.99 / 1.00) 
435.	 82.0 	 C0 - 2.5 mA	 C0 - 2.0 mA 	 (0.76 / 1.00) 
436.	 82.0 	 C0 - 5.5 mA	 C3 - 1.5 mA 	 (0.64 / 1.00) 
437.	 81.9 	 C1 - 1.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
438.	 81.9 	 C1 - 2.0 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
439.	 81.9 	 C2 - 5.0 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
440.	 81.8 	 C0 - 4.0 mA	 C2 - 4.5 mA 	 (0.69 / 1.00) 
441.	 81.8 	 C0 - 2.0 mA	 C0 - 3.5 mA 	 (0.81 / 1.00) 
442.	 81.8 	 C0 - 1.5 mA	 C0 - 3.5 mA 	 (0.86 / 1.00) 
443.	 81.8 	 C0 - 3.5 mA	 C2 - 5.5 mA 	 (0.71 / 1.00) 
444.	 81.7 	 C2 - 2.0 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
445.	 81.7 	 C0 - 3.0 mA	 C0 - 3.5 mA 	 (0.74 / 1.00) 
446.	 81.7 	 C0 - 3.5 mA	 C0 - 2.5 mA 	 (0.71 / 1.00) 
447.	 81.7 	 C1 - 3.5 mA	 C2 - 4.0 mA 	 (0.98 / 1.00) 
448.	 81.7 	 C1 - 3.5 mA	 C2 - 3.0 mA 	 (0.98 / 1.00) 
449.	 81.6 	 C0 - 2.0 mA	 C0 - 2.0 mA 	 (0.81 / 1.00) 
450.	 81.6 	 C0 - 1.5 mA	 C0 - 2.0 mA 	 (0.86 / 1.00) 
451.	 81.6 	 C0 - 2.5 mA	 C2 - 5.5 mA 	 (0.76 / 1.00) 
452.	 81.6 	 C0 - 2.5 mA	 C0 - 2.5 mA 	 (0.76 / 1.00) 
453.	 81.5 	 C1 - 2.0 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
454.	 81.5 	 C0 - 3.5 mA	 C0 - 3.0 mA 	 (0.71 / 1.00) 
455.	 81.5 	 C2 - 2.5 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
456.	 81.5 	 C0 - 3.0 mA	 C0 - 2.0 mA 	 (0.74 / 1.00) 
457.	 81.5 	 C1 - 3.5 mA	 C2 - 2.5 mA 	 (0.98 / 1.00) 
458.	 81.5 	 C1 - 5.5 mA	 C3 - 1.5 mA 	 (0.92 / 1.00) 
459.	 81.4 	 C1 - 3.0 mA	 C2 - 1.5 mA 	 (0.99 / 1.00) 
460.	 81.4 	 C0 - 2.5 mA	 C0 - 3.0 mA 	 (0.76 / 1.00) 
461.	 81.4 	 C1 - 3.5 mA	 C2 - 3.5 mA 	 (0.98 / 1.00) 
462.	 81.4 	 C3 - 2.5 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
463.	 81.3 	 C1 - 4.0 mA	 C2 - 2.0 mA 	 (0.96 / 1.00) 
464.	 81.2 	 C2 - 5.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
465.	 81.2 	 C2 - 3.5 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
466.	 81.2 	 C0 - 4.0 mA	 C2 - 1.5 mA 	 (0.69 / 1.00) 
467.	 81.2 	 C0 - 2.0 mA	 C0 - 2.5 mA 	 (0.81 / 1.00) 
468.	 81.2 	 C0 - 3.5 mA	 C2 - 5.0 mA 	 (0.71 / 1.00) 
469.	 81.2 	 C1 - 2.0 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
470.	 81.1 	 C0 - 3.0 mA	 C0 - 2.5 mA 	 (0.74 / 1.00) 
471.	 81.1 	 C0 - 4.5 mA	 C2 - 2.0 mA 	 (0.67 / 1.00) 
472.	 81.1 	 C0 - 2.0 mA	 C2 - 5.5 mA 	 (0.81 / 1.00) 
473.	 81.1 	 C0 - 3.0 mA	 C2 - 5.5 mA 	 (0.74 / 1.00) 
474.	 81.1 	 C1 - 1.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
475.	 81.1 	 C0 - 1.5 mA	 C0 - 2.5 mA 	 (0.86 / 1.00) 
476.	 81.0 	 C2 - 5.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
477.	 81.0 	 C1 - 4.5 mA	 C2 - 2.0 mA 	 (0.95 / 1.00) 
478.	 81.0 	 C0 - 3.0 mA	 C0 - 3.0 mA 	 (0.74 / 1.00) 
479.	 81.0 	 C0 - 2.0 mA	 C0 - 3.0 mA 	 (0.81 / 1.00) 
480.	 81.0 	 C0 - 2.5 mA	 C2 - 5.0 mA 	 (0.76 / 1.00) 
481.	 80.9 	 C0 - 4.0 mA	 C2 - 4.0 mA 	 (0.69 / 1.00) 
482.	 80.9 	 C0 - 4.0 mA	 C2 - 3.0 mA 	 (0.69 / 1.00) 
483.	 80.9 	 C0 - 5.0 mA	 C3 - 1.5 mA 	 (0.66 / 1.00) 
484.	 80.9 	 C0 - 5.5 mA	 C3 - 2.0 mA 	 (0.64 / 1.00) 
485.	 80.9 	 C3 - 2.5 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
486.	 80.9 	 C0 - 1.5 mA	 C2 - 5.5 mA 	 (0.86 / 1.00) 
487.	 80.9 	 C1 - 3.0 mA	 C2 - 3.0 mA 	 (0.99 / 1.00) 
488.	 80.9 	 C1 - 3.0 mA	 C2 - 4.0 mA 	 (0.99 / 1.00) 
489.	 80.8 	 C0 - 1.5 mA	 C0 - 3.0 mA 	 (0.86 / 1.00) 
490.	 80.8 	 C3 - 3.0 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
491.	 80.8 	 C0 - 4.0 mA	 C2 - 2.5 mA 	 (0.69 / 1.00) 
492.	 80.8 	 C2 - 5.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
493.	 80.7 	 C0 - 4.0 mA	 C2 - 3.5 mA 	 (0.69 / 1.00) 
494.	 80.7 	 C1 - 3.0 mA	 C2 - 2.5 mA 	 (0.99 / 1.00) 
495.	 80.7 	 C3 - 5.5 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
496.	 80.7 	 C2 - 4.5 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
497.	 80.6 	 C1 - 1.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
498.	 80.6 	 C1 - 1.5 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
499.	 80.5 	 C1 - 3.0 mA	 C2 - 3.5 mA 	 (0.99 / 1.00) 
500.	 80.5 	 C2 - 5.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
501.	 80.5 	 C0 - 3.0 mA	 C2 - 5.0 mA 	 (0.74 / 1.00) 
502.	 80.5 	 C3 - 5.0 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
503.	 80.5 	 C2 - 1.5 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
504.	 80.4 	 C1 - 2.5 mA	 C2 - 4.5 mA 	 (0.99 / 1.00) 
505.	 80.4 	 C0 - 2.0 mA	 C2 - 5.0 mA 	 (0.81 / 1.00) 
506.	 80.4 	 C2 - 3.0 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
507.	 80.4 	 C3 - 2.0 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
508.	 80.3 	 C2 - 4.0 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
509.	 80.3 	 C1 - 5.5 mA	 C3 - 2.0 mA 	 (0.92 / 1.00) 
510.	 80.3 	 C2 - 5.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
511.	 80.3 	 C3 - 3.0 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
512.	 80.3 	 C1 - 2.0 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
513.	 80.3 	 C3 - 2.5 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
514.	 80.2 	 C0 - 5.5 mA	 C3 - 2.5 mA 	 (0.64 / 1.00) 
515.	 80.1 	 C3 - 5.5 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
516.	 80.1 	 C0 - 1.5 mA	 C2 - 5.0 mA 	 (0.86 / 1.00) 
517.	 80.1 	 C1 - 1.5 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
518.	 80.0 	 C1 - 3.5 mA	 C2 - 2.0 mA 	 (0.98 / 1.00) 
519.	 80.0 	 C2 - 5.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
520.	 80.0 	 C2 - 3.5 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
521.	 79.9 	 C1 - 5.0 mA	 C3 - 1.5 mA 	 (0.94 / 1.00) 
522.	 79.9 	 C2 - 3.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
523.	 79.9 	 C3 - 5.0 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
524.	 79.9 	 C2 - 4.5 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
525.	 79.9 	 C2 - 1.5 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
526.	 79.9 	 C2 - 5.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
527.	 79.9 	 C2 - 4.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
528.	 79.8 	 C3 - 2.0 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
529.	 79.8 	 C2 - 5.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
530.	 79.8 	 C0 - 5.5 mA	 C3 - 3.5 mA 	 (0.64 / 1.00) 
531.	 79.8 	 C0 - 5.0 mA	 C3 - 2.0 mA 	 (0.66 / 1.00) 
532.	 79.8 	 C2 - 4.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
533.	 79.7 	 C2 - 4.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
534.	 79.7 	 C1 - 2.5 mA	 C2 - 1.5 mA 	 (0.99 / 1.00) 
535.	 79.7 	 C0 - 5.5 mA	 C3 - 3.0 mA 	 (0.64 / 1.00) 
536.	 79.6 	 C3 - 3.0 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
537.	 79.6 	 C1 - 5.5 mA	 C3 - 2.5 mA 	 (0.92 / 1.00) 
538.	 79.6 	 C0 - 4.0 mA	 C2 - 2.0 mA 	 (0.69 / 1.00) 
539.	 79.5 	 C2 - 3.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
540.	 79.5 	 C2 - 3.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
541.	 79.5 	 C2 - 3.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
542.	 79.5 	 C1 - 1.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
543.	 79.5 	 C3 - 1.5 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
544.	 79.5 	 C2 - 5.0 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
545.	 79.5 	 C2 - 3.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
546.	 79.4 	 C0 - 3.5 mA	 C2 - 4.5 mA 	 (0.71 / 1.00) 
547.	 79.4 	 C3 - 4.5 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
548.	 79.4 	 C3 - 5.5 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
549.	 79.4 	 C2 - 5.0 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
550.	 79.3 	 C3 - 4.0 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
551.	 79.3 	 C2 - 4.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
552.	 79.3 	 C0 - 5.5 mA	 C3 - 4.5 mA 	 (0.64 / 1.00) 
553.	 79.3 	 C2 - 4.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
554.	 79.3 	 C2 - 4.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
555.	 79.3 	 C2 - 4.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
556.	 79.2 	 C0 - 5.5 mA	 C3 - 4.0 mA 	 (0.64 / 1.00) 
